Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,month,day,Total_power_use
1.446,0.072,244.13,5.8,0,2,18,12,15,20
1.634,0.064,239.45,6.8,0,0,18,11,22,18
0.442,0.374,239.54,2.4,0,1,1,5,18,2
0.244,0.104,240.82,1.0,0,1,1,7,24,2
1.384,0.0,239.18,5.8,1,0,17,4,9,18
2.644,0.484,238.51,11.2,0,2,1,2,18,3
2.22,0.0,236.9,9.2,0,0,17,1,12,17
1.85,0.27,240.01,7.8,0,0,0,6,30,0
1.318,0.244,236.28,5.6,0,0,0,3,3,0
0.14,0.0,242.71,0.6,0,0,1,9,25,1
0.172,0.0,240.35,0.8,0,0,0,7,4,0
2.204,0.366,238.38,9.6,0,29,1,10,5,30
2.23,0.112,235.62,9.8,0,0,0,5,7,0
0.302,0.234,242.03,1.6,0,0,1,6,17,1
0.45,0.22,244.9,2.0,0,0,1,1,24,1
0.266,0.0,242.48,1.2,0,0,1,3,3,1
2.2,0.332,236.34,9.4,0,0,0,11,12,0
0.176,0.152,240.67,0.8,0,0,1,8,18,1
0.28,0.234,240.17,1.4,0,0,0,8,22,0
0.214,0.0,232.55,0.8,0,0,1,5,28,1
0.944,0.354,236.05,4.2,0,0,1,3,29,1
0.9,0.206,241.58,3.8,0,1,1,5,23,2
2.272,0.06,239.51,9.4,0,0,0,3,25,0
0.39,0.2,242.23,1.8,0,0,0,10,12,0
1.894,0.114,240.57,8.4,0,0,18,2,23,18
1.542,0.0,237.47,6.4,0,0,17,3,1,17
1.578,0.334,243.12,6.6,0,2,19,12,25,21
0.184,0.0,241.83,0.8,0,0,1,6,14,1
0.236,0.144,243.95,1.0,0,0,0,8,7,0
3.786,0.218,236.1,16.2,0,2,17,2,15,19
0.334,0.104,241.59,1.4,0,0,1,8,27,1
0.336,0.06,241.61,1.4,0,1,0,11,11,1
0.322,0.092,242.01,1.4,0,0,0,4,23,0
1.642,0.0,238.9,6.8,0,0,18,2,2,18
1.55,0.096,239.44,6.4,0,0,18,12,13,18
2.444,0.13,243.29,10.0,0,0,0,2,18,0
1.404,0.09,242.69,5.8,0,1,18,12,25,19
0.392,0.354,243.02,2.2,0,1,0,9,20,1
0.276,0.232,242.29,1.4,0,1,0,9,26,1
0.19,0.0,237.83,0.8,0,0,0,6,12,0
1.426,0.054,248.56,5.6,0,0,19,1,12,19
2.616,0.0,236.03,11.0,0,0,0,12,5,0
0.12,0.0,239.94,0.6,0,0,0,6,22,0
2.196,0.068,239.54,9.2,0,0,17,2,14,17
0.4,0.096,240.81,1.8,0,1,1,5,12,2
0.426,0.09,244.25,1.8,0,0,0,1,18,0
0.258,0.0,239.88,1.2,0,0,1,5,26,1
0.38,0.0,243.14,1.6,0,0,1,4,25,1
1.492,0.22,242.47,6.2,0,1,18,11,20,19
0.478,0.302,240.65,2.4,0,1,0,3,25,1
1.338,0.22,239.51,5.8,0,0,16,8,1,16
1.532,0.08,242.77,6.2,0,0,18,2,24,18
1.502,0.356,236.54,6.4,0,1,17,1,8,18
3.372,0.204,235.48,14.4,1,1,17,11,21,19
0.318,0.124,247.44,1.4,0,1,1,12,17,2
2.802,0.368,237.66,12.2,0,0,17,11,10,17
0.204,0.0,241.08,1.0,0,0,0,5,29,0
0.406,0.0,239.05,1.8,0,0,0,12,9,0
0.156,0.12,239.92,0.8,0,0,1,8,25,1
1.4,0.096,242.25,5.8,0,0,18,10,28,18
2.332,0.078,242.03,9.6,0,0,0,10,28,0
0.172,0.142,241.01,0.8,0,1,1,8,19,2
0.592,0.29,241.67,2.8,0,1,0,4,28,1
0.252,0.076,247.17,1.0,0,0,0,12,7,0
0.194,0.0,241.86,0.8,0,0,0,7,10,0
2.182,0.0,244.16,9.2,0,33,1,7,28,34
0.356,0.132,239.24,1.6,0,0,0,4,30,0
0.438,0.0,244.68,1.8,0,0,0,2,28,0
0.446,0.208,241.46,2.0,0,0,0,11,8,0
0.842,0.234,242.62,3.8,0,0,10,6,21,10
0.248,0.112,234.45,1.2,0,0,1,6,3,1
0.458,0.102,242.36,2.0,0,0,0,1,21,0
0.972,0.344,238.49,4.2,0,2,12,8,6,14
0.232,0.0,246.48,0.8,0,0,1,11,29,1
0.388,0.248,243.8,1.8,0,2,1,7,21,3
1.612,0.058,246.23,6.4,0,1,20,10,27,21
0.282,0.114,244.03,1.2,0,0,1,7,5,1
0.416,0.264,245.33,2.0,0,1,0,2,12,1
1.048,0.08,238.3,4.4,0,0,1,5,8,1
1.376,0.088,240.14,5.6,0,0,18,10,6,18
1.412,0.194,238.73,5.8,0,1,17,2,25,18
0.232,0.094,242.37,1.0,0,0,0,7,13,0
0.332,0.22,240.32,1.6,0,0,1,7,31,1
1.558,0.0,240.21,6.6,0,0,17,3,19,17
1.19,0.148,241.67,5.0,0,0,11,9,22,11
1.39,0.082,241.31,5.6,0,0,17,3,26,17
0.432,0.0,241.44,1.8,0,0,1,4,16,1
4.16,0.298,239.46,17.6,0,1,18,3,25,19
4.436,0.312,235.61,19.4,27,0,17,3,24,44
0.112,0.0,242.23,0.4,0,0,0,8,24,0
3.208,0.238,244.34,13.0,1,2,19,1,10,22
0.908,0.198,241.55,3.8,0,0,13,8,11,13
0.21,0.0,243.75,0.8,0,0,0,10,25,0
1.338,0.0,240.66,5.4,0,1,18,4,5,19
1.464,0.106,241.12,6.0,0,0,18,2,19,18
1.374,0.096,241.44,5.6,0,1,18,3,29,19
2.742,0.048,235.89,11.6,0,1,0,12,14,1
2.84,0.4,239.19,12.0,1,0,17,2,8,18
0.254,0.0,244.21,1.0,0,0,0,5,2,0
0.236,0.12,241.71,1.0,0,0,1,7,6,1
0.758,0.232,237.74,3.4,0,0,10,8,7,10
0.176,0.0,241.76,0.8,0,0,1,8,29,1
0.116,0.0,241.65,0.6,0,0,0,7,2,0
0.334,0.374,239.88,2.0,0,1,1,8,10,2
1.46,0.102,245.21,5.8,0,0,19,2,4,19
1.288,0.0,238.61,5.4,0,0,18,7,18,18
0.304,0.226,240.32,1.6,0,0,0,9,1,0
0.324,0.09,242.54,1.4,0,0,0,11,15,0
1.672,0.194,239.11,7.0,0,0,18,5,30,18
0.43,0.226,241.83,2.0,0,2,0,3,5,2
2.182,0.0,240.26,9.0,0,0,18,8,22,18
1.426,0.176,241.43,5.8,0,0,11,7,18,11
2.112,0.208,239.42,8.8,0,0,28,4,15,28
1.434,0.204,244.7,5.8,0,1,0,10,24,1
1.396,0.068,242.14,5.6,0,2,19,10,30,21
1.356,0.104,237.9,5.6,0,2,17,2,2,19
0.35,0.236,240.41,1.6,0,1,1,7,27,2
0.278,0.076,242.03,1.4,0,0,1,9,2,1
1.396,0.06,244.3,5.6,0,1,18,12,10,19
1.442,0.0,242.28,5.8,1,0,18,12,3,19
0.328,0.086,240.62,1.4,0,0,0,10,17,0
0.378,0.102,244.43,1.6,0,1,0,1,3,1
0.332,0.134,249.6,1.4,0,1,1,12,14,2
0.35,0.216,242.82,1.6,0,2,1,7,1,3
0.31,0.212,241.49,1.6,0,1,1,7,31,2
1.782,0.204,239.08,7.4,0,0,0,10,23,0
0.274,0.0,244.42,1.0,0,0,1,12,6,1
0.426,0.286,240.79,2.0,0,2,0,2,27,2
1.994,0.13,237.63,8.4,0,1,18,9,9,19
1.734,0.088,238.8,7.2,1,0,18,7,12,19
0.79,0.082,239.35,3.2,0,2,1,4,4,3
1.56,0.314,243.8,6.4,0,0,19,4,22,19
0.29,0.104,241.71,1.4,0,2,1,9,16,3
1.398,0.05,239.41,5.8,0,0,19,10,8,19
0.242,0.0,241.39,1.0,0,0,0,4,29,0
1.406,0.0,240.43,5.8,0,1,19,5,30,20
0.158,0.09,241.87,0.6,0,0,0,6,19,0
2.788,0.05,241.93,11.4,1,0,18,12,12,19
1.74,0.09,247.16,7.0,0,0,0,12,28,0
1.518,0.092,239.51,6.2,0,0,19,4,4,19
0.218,0.0,239.73,0.8,0,0,0,11,16,0
0.624,0.222,240.75,2.8,1,2,1,5,9,4
0.25,0.0,240.73,1.0,0,0,1,4,25,1
0.192,0.094,240.26,0.8,0,2,0,9,13,2
1.532,0.2,243.31,6.2,0,0,18,4,2,18
1.18,0.366,240.33,5.0,0,1,0,6,17,1
0.648,0.248,238.75,2.8,0,2,0,1,20,2
1.356,0.076,242.96,5.6,0,0,19,9,29,19
1.34,0.064,241.67,5.4,0,0,0,3,6,0
0.394,0.35,241.73,2.2,0,2,0,9,25,2
0.794,0.326,242.67,3.4,0,2,1,4,22,3
5.598,0.078,235.29,23.8,0,72,18,9,13,90
4.68,0.048,234.55,19.8,0,72,0,10,7,72
1.05,0.118,237.75,4.4,0,0,1,9,5,1
0.976,0.084,245.8,4.0,0,0,1,10,5,1
0.118,0.0,238.09,0.6,0,0,0,6,26,0
2.752,0.06,234.09,12.0,0,0,0,3,22,0
1.936,0.186,238.79,8.0,0,0,19,1,17,19
0.538,0.0,241.69,2.2,0,0,0,2,17,0
1.376,0.062,242.58,5.6,0,0,0,11,25,0
1.632,0.052,237.63,6.8,0,1,17,9,27,18
0.536,0.382,241.72,2.6,0,0,1,9,26,1
0.324,0.204,242.37,1.6,0,1,1,8,30,2
0.246,0.0,239.87,1.2,1,0,0,8,23,1
0.622,0.196,239.65,3.0,0,0,1,7,12,1
0.324,0.102,238.36,1.4,0,0,0,2,26,0
0.29,0.0,243.69,1.2,0,0,0,2,20,0
0.272,0.208,239.74,1.4,0,1,0,6,26,1
0.202,0.122,241.67,1.0,0,0,0,8,22,0
0.51,0.0,240.57,2.2,0,0,1,4,29,1
0.312,0.1,237.99,1.4,0,1,0,6,19,1
0.414,0.216,245.68,1.8,0,1,1,3,10,2
1.426,0.178,234.09,6.0,1,0,17,6,6,18
0.512,0.082,242.17,2.0,0,0,0,3,2,0
0.266,0.132,241.2,1.2,0,0,0,9,18,0
1.324,0.052,241.92,5.4,0,0,18,10,24,18
0.42,0.21,243.43,1.8,0,1,1,4,20,2
0.212,0.0,239.62,0.8,0,0,0,3,3,0
0.394,0.12,243.51,1.6,0,1,1,10,21,2
0.292,0.15,245.82,1.4,0,0,0,9,7,0
0.174,0.144,237.93,0.8,0,0,1,8,6,1
0.302,0.05,241.49,1.4,0,0,0,4,5,0
0.294,0.046,235.12,1.2,0,0,0,5,23,0
3.318,0.0,236.13,14.0,0,36,18,6,20,54
0.316,0.074,241.97,1.4,0,0,0,3,15,0
1.778,0.056,246.99,7.4,0,25,1,1,6,26
1.756,0.0,237.82,7.4,0,0,18,10,22,18
0.258,0.0,243.61,1.0,0,0,1,1,26,1
1.912,0.088,243.37,7.8,0,0,0,2,9,0
1.38,0.082,240.54,5.6,0,0,18,4,3,18
0.158,0.0,240.7,0.6,0,0,1,8,3,1
0.214,0.074,243.11,1.0,0,0,0,6,25,0
0.48,0.286,240.02,2.2,0,1,1,10,5,2
0.308,0.068,244.02,1.2,0,0,0,3,20,0
0.098,0.0,239.83,0.4,0,0,0,6,18,0
0.2,0.122,237.93,1.0,0,0,0,6,19,0
1.58,0.0,241.28,6.4,0,0,18,1,30,18
0.208,0.106,241.55,1.0,0,0,1,8,2,1
0.4,0.272,245.32,2.0,0,0,0,1,7,0
1.258,0.124,240.25,5.2,0,19,1,9,30,20
1.27,0.088,239.72,5.2,0,0,18,4,21,18
0.314,0.084,247.83,1.4,0,1,0,3,22,1
1.672,0.204,240.76,7.2,0,0,20,7,15,20
4.192,0.24,235.44,17.8,20,0,17,10,11,37
0.418,0.388,245.35,2.2,0,1,1,7,26,2
1.114,0.182,244.82,4.6,1,1,0,5,19,2
0.27,0.118,240.39,1.2,0,0,0,6,28,0
1.316,0.0,241.06,5.4,0,0,18,10,22,18
1.81,0.096,239.86,7.6,0,0,18,11,22,18
3.872,0.314,236.79,16.4,39,0,17,10,24,56
2.538,0.174,248.85,10.2,0,0,0,12,29,0
1.518,0.0,241.54,6.2,0,2,19,2,9,21
2.742,0.056,238.2,11.4,0,0,17,3,14,17
0.312,0.0,243.61,1.4,0,0,0,3,23,0
1.298,0.06,242.48,5.2,0,0,18,12,9,18
0.196,0.13,240.15,1.0,0,0,0,8,19,0
3.938,0.0,238.16,16.4,0,38,18,5,12,56
0.26,0.056,246.0,1.0,0,0,1,2,20,1
0.176,0.082,232.97,0.8,0,0,0,7,30,0
2.35,0.05,240.39,9.8,0,0,18,4,26,18
0.336,0.114,242.58,1.4,0,0,1,3,25,1
0.388,0.146,241.25,1.8,0,0,1,10,14,1
0.31,0.0,243.63,1.4,0,0,0,10,24,0
0.168,0.0,242.91,0.8,0,0,1,5,16,1
0.082,0.0,242.2,0.2,0,0,1,8,22,1
0.268,0.22,235.88,1.4,0,0,0,8,1,0
0.34,0.254,240.5,1.8,0,2,1,8,1,3
1.358,0.078,237.21,5.6,0,0,18,2,7,18
0.262,0.0,242.69,1.2,0,1,0,11,8,1
1.804,0.134,238.92,7.6,0,0,18,11,17,18
1.578,0.0,239.01,6.6,0,2,18,4,18,20
0.364,0.108,244.55,1.6,0,1,0,3,10,1
0.356,0.212,242.58,1.6,0,0,1,5,20,1
0.418,0.23,244.34,1.8,0,0,1,5,2,1
1.256,0.162,231.14,5.4,0,1,16,7,19,17
0.642,0.242,240.0,2.8,0,0,1,4,25,1
1.544,0.08,238.33,6.4,0,0,18,4,18,18
2.642,0.174,237.94,11.0,37,0,0,10,26,37
0.644,0.218,239.23,2.8,0,1,0,7,24,1
1.898,0.142,237.92,8.0,0,0,17,2,24,17
2.7,0.334,236.55,11.4,1,0,18,12,5,19
1.286,0.046,241.09,5.2,0,0,17,4,4,17
2.158,0.294,240.98,9.0,0,1,18,2,3,19
0.342,0.272,242.78,1.8,0,1,1,6,28,2
0.56,0.0,243.92,2.2,0,0,0,1,11,0
0.284,0.136,240.33,1.4,0,1,1,6,22,2
0.43,0.256,244.48,2.0,0,2,1,12,26,3
0.278,0.05,251.05,1.2,0,0,0,1,8,0
2.774,0.154,237.27,11.6,0,0,18,3,30,18
1.302,0.0,240.47,5.4,0,0,18,4,7,18
2.056,0.102,245.64,8.4,1,0,19,1,24,20
0.3,0.066,242.04,1.2,0,0,0,10,14,0
1.25,0.092,239.12,5.2,0,1,18,6,26,19
1.666,0.246,246.32,6.8,0,0,20,1,18,20
2.672,0.19,239.16,11.2,0,1,28,4,29,29
2.896,0.114,236.74,12.6,0,17,29,7,31,46
1.398,0.048,241.34,5.8,0,1,19,10,13,20
0.328,0.096,240.12,1.6,0,2,0,6,8,2
0.136,0.0,236.32,0.6,0,0,0,8,6,0
0.234,0.126,241.28,1.0,0,2,0,6,28,2
1.746,0.07,237.61,7.4,0,0,18,5,23,18
1.228,0.0,238.79,5.0,2,0,18,8,22,20
1.194,0.082,238.76,5.6,0,1,10,7,31,11
2.95,0.52,236.83,12.6,0,0,18,10,2,18
0.416,0.168,240.73,1.8,0,1,0,11,19,1
0.222,0.128,239.63,1.0,0,0,0,4,18,0
0.218,0.088,241.77,1.0,0,0,1,7,26,1
1.466,0.502,242.93,6.4,0,2,1,7,19,3
1.964,0.0,239.9,8.2,0,0,19,12,5,19
1.984,0.0,237.42,8.2,0,0,0,1,24,0
0.306,0.166,239.05,1.6,0,0,1,8,1,1
0.284,0.122,239.01,1.2,0,0,1,8,21,1
0.16,0.136,239.36,0.8,0,2,1,8,11,3
4.728,0.594,237.08,20.0,38,0,18,3,28,56
0.318,0.226,242.28,1.6,0,0,0,7,15,0
2.25,0.056,238.26,9.4,0,0,17,9,25,17
0.97,0.146,236.61,4.2,0,0,0,2,16,0
0.318,0.084,243.71,1.4,0,0,0,10,26,0
3.118,0.336,240.11,13.2,0,28,18,9,19,46
3.932,0.358,236.69,16.6,0,1,17,11,10,18
2.62,0.228,239.65,10.8,0,1,19,4,25,20
6.156,0.1,234.55,26.4,37,6,17,6,26,60
0.132,0.0,236.89,0.6,0,0,0,7,25,0
1.356,0.218,239.1,5.6,0,0,19,8,2,19
1.396,0.212,241.05,5.8,0,0,18,8,5,18
0.35,0.064,239.9,1.4,0,0,1,10,6,1
0.342,0.102,239.21,1.4,0,0,1,10,6,1
0.256,0.15,240.73,1.2,0,0,0,8,12,0
0.136,0.0,242.65,0.6,0,0,0,9,25,0
0.22,0.0,242.77,0.8,0,0,0,11,3,0
1.636,0.188,241.31,6.8,2,0,18,11,23,20
0.3,0.104,239.28,1.2,0,0,0,11,3,0
0.16,0.138,239.74,0.8,0,1,0,8,20,1
0.274,0.208,241.92,1.4,0,0,0,6,12,0
1.504,0.13,238.5,6.2,0,0,17,1,1,17
1.148,0.208,239.3,4.8,0,3,0,9,13,3
1.392,0.222,244.62,5.8,0,0,1,1,31,1
0.946,0.092,240.7,4.0,0,1,0,3,19,1
2.08,0.262,240.08,9.4,14,0,13,6,13,27
0.22,0.0,249.91,0.8,0,0,0,12,30,0
0.398,0.214,242.64,1.8,0,0,0,3,2,0
0.176,0.0,240.54,0.8,0,0,1,8,17,1
0.226,0.116,236.9,1.0,0,0,0,7,24,0
1.436,0.086,242.34,5.8,0,0,19,1,25,19
0.934,0.218,240.1,4.0,0,1,12,7,15,13
0.662,0.226,246.65,2.8,0,3,0,3,14,3
0.23,0.114,242.48,1.0,0,1,1,7,7,2
0.396,0.22,243.36,1.8,0,0,0,11,16,0
1.796,0.174,241.16,7.4,0,2,18,4,15,20
0.246,0.0,242.08,1.0,0,0,0,11,12,0
1.304,0.0,242.44,5.4,0,0,18,2,8,18
1.21,0.082,237.12,5.0,0,0,17,7,30,17
2.436,0.13,234.87,10.4,0,4,17,5,2,21
1.56,0.084,238.32,6.4,0,0,18,10,1,18
1.438,0.32,241.55,6.2,0,0,0,4,29,0
2.094,0.4,238.54,8.8,0,2,29,6,15,31
0.164,0.0,241.49,0.6,0,0,1,6,26,1
2.098,0.0,235.61,8.8,0,0,17,1,8,17
1.686,0.328,239.45,7.6,7,1,17,7,15,25
0.316,0.16,239.98,1.4,0,0,1,8,17,1
0.84,0.0,242.27,3.4,0,0,0,4,3,0
1.428,0.204,235.01,6.0,0,0,0,5,2,0
1.32,0.068,240.09,5.4,0,0,18,6,11,18
1.298,0.07,238.93,5.4,0,0,19,10,22,19
1.288,0.0,233.45,5.4,0,0,17,6,2,17
1.822,0.09,240.69,7.6,0,0,0,3,9,0
0.342,0.18,243.52,1.6,0,0,0,1,13,0
0.27,0.1,240.21,1.2,0,2,0,6,27,2
1.984,0.068,241.12,8.2,1,0,18,2,10,19
2.248,0.274,240.16,9.4,0,0,17,1,27,17
1.086,0.348,242.1,4.6,0,2,0,3,8,2
0.218,0.0,240.8,1.0,0,0,0,10,10,0
1.716,0.052,243.06,7.0,0,0,0,12,15,0
0.322,0.098,243.1,1.4,0,0,1,10,19,1
2.088,0.118,242.93,8.6,0,8,0,3,17,8
4.578,0.106,240.32,19.0,39,0,17,1,24,56
2.24,0.182,238.69,9.4,0,1,18,10,2,19
0.452,0.216,247.49,2.0,0,0,0,1,8,0
0.19,0.154,242.25,1.0,0,0,1,8,25,1
1.438,0.086,239.52,6.0,0,0,18,5,14,18
0.346,0.11,239.45,1.4,0,0,0,5,5,0
1.3,0.086,238.5,5.4,0,1,18,7,26,19
0.58,0.168,243.48,2.4,0,1,0,12,20,1
0.336,0.188,240.13,1.6,0,1,1,9,10,2
0.146,0.0,242.42,0.6,0,0,0,7,20,0
1.628,0.0,237.78,6.8,0,0,18,10,4,18
1.348,0.068,237.39,5.6,2,0,18,2,20,20
1.526,0.15,240.65,6.2,2,0,18,4,22,20
1.402,0.0,241.57,5.8,0,0,19,4,19,19
1.444,0.104,245.1,5.8,0,1,19,3,15,20
1.546,0.046,239.1,6.4,0,0,1,5,10,1
3.45,0.37,237.0,14.8,0,38,4,10,18,42
0.318,0.12,242.93,1.4,0,0,0,3,30,0
0.27,0.198,241.5,1.4,0,1,0,9,19,1
3.75,0.204,242.34,15.4,0,39,19,10,27,58
0.262,0.138,241.2,1.2,0,0,1,5,12,1
1.278,0.104,236.13,5.4,0,0,18,6,13,18
1.248,0.08,239.75,5.2,0,0,0,11,12,0
1.808,0.218,239.41,7.6,0,2,18,3,7,20
0.082,0.0,242.87,0.2,0,0,1,8,14,1
2.094,0.25,241.13,8.8,0,0,18,2,6,18
1.37,0.048,240.48,5.6,0,0,19,4,30,19
1.73,0.24,242.18,7.2,0,0,0,7,4,0
0.738,0.082,242.73,3.0,0,0,1,5,7,1
1.534,0.198,245.75,6.2,1,1,19,3,25,21
1.358,0.216,240.04,5.6,0,1,18,7,5,19
1.338,0.094,240.41,5.6,0,0,18,6,12,18
0.982,0.066,242.34,4.0,0,2,1,12,1,3
1.302,0.0,239.6,5.4,0,0,18,9,21,18
0.838,0.206,240.72,3.6,0,0,1,6,16,1
1.21,0.0,239.55,5.0,0,0,19,7,19,19
1.312,0.05,241.07,5.4,0,0,18,4,28,18
0.146,0.0,235.97,0.6,0,0,0,4,23,0
0.214,0.0,246.97,0.8,0,0,0,3,23,0
0.762,0.0,233.31,3.4,0,0,0,1,6,0
1.336,0.102,243.6,6.2,0,0,1,11,11,1
0.216,0.082,241.37,1.0,0,0,0,6,26,0
0.38,0.068,242.15,1.6,0,0,1,4,29,1
0.238,0.06,239.9,1.0,0,0,1,7,11,1
0.224,0.0,245.61,0.8,0,0,0,3,11,0
0.248,0.0,239.65,1.0,0,0,1,12,30,1
1.272,0.056,240.31,5.2,0,0,17,9,27,17
1.446,0.068,241.84,6.0,0,1,19,4,29,20
0.346,0.116,243.57,1.4,0,0,0,3,7,0
2.798,0.0,238.52,11.6,1,0,17,6,17,18
0.194,0.0,242.41,0.8,0,0,1,6,5,1
0.716,0.24,238.94,3.2,0,0,0,5,24,0
1.81,0.0,244.54,7.4,2,1,18,2,11,21
0.34,0.086,240.42,1.4,0,0,1,4,10,1
1.69,0.288,238.85,7.2,1,1,17,3,29,19
0.4,0.206,247.8,1.8,0,1,0,1,14,1
1.374,0.0,243.43,5.6,0,0,18,10,24,18
1.322,0.0,242.45,5.4,0,0,18,3,16,18
0.31,0.116,240.84,1.4,0,0,0,9,29,0
0.264,0.0,242.59,1.0,0,0,1,9,30,1
0.312,0.208,241.63,1.4,0,0,1,6,19,1
0.18,0.0,238.76,1.0,0,0,1,7,31,1
0.266,0.116,241.51,1.2,0,0,0,7,13,0
0.228,0.14,235.63,1.2,0,1,0,8,10,1
0.438,0.25,241.47,2.2,0,1,0,6,21,1
0.482,0.164,240.19,2.0,2,0,0,1,3,2
0.366,0.232,240.59,1.8,0,2,1,9,3,3
1.496,0.244,238.33,6.2,0,2,18,10,7,20
4.598,0.374,238.96,19.2,38,2,18,2,7,58
1.542,0.058,240.86,6.4,0,0,18,1,19,18
4.624,0.0,236.93,19.4,37,0,18,7,15,55
1.964,0.048,236.78,8.4,1,0,18,2,9,19
1.346,0.0,239.77,5.6,0,0,18,3,27,18
0.242,0.0,242.51,1.0,0,0,0,1,20,0
1.916,0.158,237.99,8.0,0,1,18,11,16,19
0.166,0.142,241.64,0.8,0,2,0,8,16,2
0.502,0.0,241.73,2.0,0,0,1,8,15,1
0.328,0.0,244.36,1.4,0,0,0,1,21,0
1.668,0.302,243.26,6.8,0,1,19,4,3,20
4.658,0.0,231.39,20.4,0,54,0,8,7,54
0.314,0.076,245.75,1.2,0,0,0,1,18,0
0.288,0.0,241.82,1.2,0,0,0,2,5,0
2.984,0.238,240.0,12.4,1,0,18,2,8,19
1.48,0.16,239.38,6.2,1,1,18,3,17,20
3.526,0.0,243.85,14.6,0,35,19,1,20,54
1.506,0.188,242.5,6.2,0,1,18,10,11,19
1.624,0.114,241.54,6.8,0,0,0,3,21,0
2.556,0.048,241.94,10.4,0,38,1,2,6,39
0.296,0.046,245.04,1.4,0,0,0,1,26,0
0.508,0.146,242.15,2.2,0,0,0,6,21,0
0.996,0.208,239.61,4.2,0,2,12,6,16,14
0.164,0.142,241.58,0.8,0,1,0,8,24,1
1.478,0.08,242.64,6.0,0,0,0,1,22,0
1.438,0.056,240.63,6.0,0,0,17,10,19,17
0.282,0.114,241.68,1.2,0,0,1,8,19,1
0.408,0.206,248.06,1.8,0,1,0,10,27,1
0.428,0.046,234.87,2.0,0,0,0,5,16,0
0.434,0.0,247.72,2.0,0,0,0,3,18,0
0.262,0.156,244.23,1.4,0,0,0,7,12,0
1.196,0.084,235.86,5.0,0,0,17,8,2,17
0.386,0.134,251.49,1.6,0,2,1,12,3,3
0.296,0.052,235.94,1.2,0,0,0,6,3,0
0.336,0.094,246.27,1.4,0,0,0,12,12,0
2.952,0.188,242.19,12.2,0,1,18,1,7,19
2.602,0.098,238.19,10.8,0,0,0,1,1,0
5.844,0.286,233.76,25.0,73,0,17,9,5,90
0.248,0.136,239.84,1.2,0,1,1,8,10,2
0.248,0.0,249.68,1.0,0,0,0,12,12,0
2.432,0.0,246.76,9.8,0,0,0,12,29,0
0.592,0.0,241.49,2.4,0,0,0,3,14,0
0.216,0.094,242.4,1.0,0,0,0,9,25,0
0.292,0.0,244.35,1.2,0,0,1,9,23,1
0.232,0.094,239.62,1.0,0,0,0,9,18,0
0.41,0.062,242.75,2.0,0,0,0,1,30,0
0.418,0.36,243.3,2.2,0,1,1,6,23,2
1.482,0.0,236.52,6.2,0,0,18,1,21,18
1.882,0.288,239.18,7.8,1,0,17,11,9,18
0.946,0.294,239.51,4.2,0,1,1,6,1,2
1.706,0.316,241.92,7.2,0,2,18,4,28,20
0.332,0.144,243.73,1.6,0,0,0,9,4,0
1.312,0.0,239.44,5.4,0,0,19,5,21,19
1.432,0.106,238.33,6.0,1,0,17,2,13,18
1.286,0.204,235.47,5.4,0,0,17,8,11,17
0.222,0.112,238.28,1.0,0,0,0,6,26,0
1.766,0.438,241.55,7.4,0,1,19,5,6,20
0.214,0.112,242.97,1.0,0,0,0,9,19,0
1.846,0.11,236.74,7.8,0,0,18,5,26,18
0.384,0.1,244.45,1.6,0,1,1,5,30,2
0.19,0.064,240.39,0.8,0,0,0,9,18,0
0.372,0.204,239.93,1.8,0,1,0,6,3,1
1.178,0.06,242.03,5.2,1,0,1,6,26,2
3.048,0.332,239.16,12.8,1,23,18,8,26,42
1.428,0.172,236.94,6.0,0,0,17,10,18,17
0.22,0.0,240.99,1.0,0,0,0,10,13,0
0.314,0.104,242.83,1.4,0,2,0,2,18,2
1.764,0.054,235.61,7.4,0,2,17,2,29,19
0.28,0.0,245.48,1.2,0,0,0,2,13,0
1.742,0.274,236.09,7.4,0,1,17,3,24,18
0.38,0.098,244.1,1.6,0,0,0,3,2,0
1.394,0.096,239.96,5.8,0,1,18,6,10,19
0.308,0.262,242.3,1.6,0,1,0,8,8,1
1.476,0.182,245.05,6.0,0,0,18,1,7,18
0.184,0.118,242.57,0.8,0,0,0,8,21,0
0.418,0.22,240.29,1.8,0,1,0,5,29,1
2.606,0.234,237.61,11.0,0,0,17,12,24,17
0.238,0.0,245.11,1.0,0,0,0,12,31,0
1.646,0.216,238.94,7.0,0,2,16,6,19,18
0.16,0.062,241.42,0.8,0,0,0,9,9,0
1.46,0.054,240.16,6.0,0,0,17,1,14,17
1.72,0.222,237.79,7.2,0,1,18,3,19,19
1.49,0.072,243.88,6.2,0,0,18,10,31,18
0.194,0.074,235.25,0.8,0,0,0,5,9,0
0.082,0.0,241.61,0.2,0,0,1,8,10,1
0.386,0.19,240.59,1.8,0,2,0,10,2,2
0.29,0.112,243.71,1.2,0,1,0,9,17,1
0.444,0.196,244.35,2.0,0,0,0,11,13,0
0.342,0.082,242.43,1.4,0,0,0,4,6,0
1.854,0.182,242.81,7.6,1,0,19,9,29,20
1.27,0.0,242.66,5.2,0,0,18,4,16,18
0.446,0.182,240.62,2.0,0,0,1,5,9,1
0.212,0.0,245.99,0.8,0,0,0,3,23,0
0.782,0.0,240.13,3.2,0,0,0,11,16,0
